CustomerNumber	FName	Lname	Gender	Add1	Add2	City	State	Zip	Plus4	Birthday
8172531084	Melinda	Doohickey	F	8240 Naab Rd	Apt. 115	New York	 NY	10260	4412	10/5/1963
9369408670	Tilly	Abels	F	8333 Naab Rd	Apt. 200	New York	 NY	10260	2230	4/8/1971
4614319325	Cindy	Riveel	F	9240 N Meridian St	Apt. 250	New York	 NY	10260	4433	4/4/1938
5115154806	Jan	Abernathy	F	9240 N Meridian St	Apt. 370	New York	 NY	10260	4433	11/2/1968
8606580777	Marsha	Ablog	F	550 N University Blvd		New York	 NY	10202	4423	10/12/1973
1766305896	Angel	Nacho	M	8130 S Meridian St	Apt. 4B	New York	 NY	10217	4455	7/5/1962
8202909635	Richard	Abnour	M	550 N University Blvd		New York	 NY	10202	4325	11/11/1948
1260461849	Todd	Guitierez	M	975 W Walnut St		New York	 NY	10202	5533	9/4/1956
4351153018	Bradford	Henry	M	1801 N Senate Blvd	Apt. 620	New York	 NY	10202	6654	3/6/1942
1999143413	John	Abrams	M	6920 Parkdale Pl	Apt. 206	New York	 NY	10254	7449	9/12/1967
1331616914	Mary	Smith	F	8220 Naab Rd		New York	 NY	10260	5344	2/4/1974
1081599070	Vance	Jackson	M	2001 W 86th St		New York	 NY	10260	4432	4/3/1984
9190843858	Bruce	Calmes	M	1400 N Ritter Ave	Apt. 375	New York	 NY	10219	4412	8/10/1977
6511897484	Veda	Swing	M	702 Barnhill Dr RM 1721		New York	 NY	10202	2230	12/10/1936
5269443748	Kenneth	Williamson	M	3231 N Meridian St	Apt. 502	New York	 NY	10208	4433	1/11/1936
853805090	Scott	Abad	M	1701 N Senate Ave		New York	 NY	10202	4433	10/1/1969
6885206830	Neal	Abbert	M	1815 N Capitol Ave	Apt. 205	New York	 NY	10202	4423	2/4/1948
5200554620	Allen	Abels	M	535 Barnhill Dr		New York	 NY	10202	4455	7/2/1976
2544443219	Carl	Abels	M	6925 Shore Terrace		New York	 NY	10254	4325	12/3/1955
9975300947	Scott	Banner	M	9002 N Meridian St	Apt. 110	New York	 NY	10240	5533	9/2/1967
287616610	Jack	Fredricks	M	5110 Commerce SQ Dr	Apt. F	New York	 NY	10237	6654	6/3/1980
2961479196	Matt	Douglas	M	8424 Naab Rd	Apt. 2C	New York	 NY	10260	7449	1/4/1959
2560666029	William	Heebigeeby	M	2001 W Washington St		New York	 NY	10222	5344	10/6/1946
6622100275	Fred	Chaholic	M	3500 N Lafayette Rd	Apt. B202	New York	 NY	10222	4432	11/4/1944
8314013387	Julius	Cahill	M	5750 W 56th St		New York	 NY	10254	4412	3/8/1972
8868461955	Barney	Abrams	M	6245 N College Ave		New York	 NY	10220	2230	7/7/1940
765896826	Jerry	Solo	M	4807 E 38th St		New York	 NY	10218	4433	5/11/1984
564502200	Laurence	Smith	M	6920 Parkdale Place	Apt. 107	New York	 NY	10254	4433	3/9/1951
8173310198	Robert	Jackson	M	8402 Harcourt Rd	Apt. 731	New York	 NY	10260	4423	7/8/1972
1244245599	Morris	Heebigeeby	M	8402 Harcourt Rd	Apt. 731	New York	 NY	10260	4455	12/6/1970
5646950273	Tony	Chaholic	M	8501 Harcourt Rd		New York	 NY	10260	4325	1/3/1967
1858225448	Ann	Cahill	F	6820 Parkdale Pl	Apt. 115	New York	 NY	10254	5533	8/7/1947
2128092501	Stanley	Abrams	M	1340 E County Line Rd	Apt. R	New York	 NY	10143	6654	6/1/1952
8197825638	Roger	Solo	M	8424 Naab Rd		New York	 NY	10260	7449	6/9/1971
2172063571	James	Smith	M	8333 Naab Rd	Apt. 400	New York	 NY	10260	5344	9/7/1966
413354848	Rajiv	Jackson	Dr.	1120 South Dr	Apt. 215	New York	 NY	10202	4432	1/3/1964
7581371237	John	Calmes	M	650 N Girls School Rd		New York	 NY	10214	4412	7/11/1974
7821112718	Arkon	Swing	M	860 E 86th St		New York	 NY	10240	2230	10/5/1958
3134071413	John	Williamson	M	992 Mitthoeffer Rd		New York	 NY	10229	4433	7/10/1963
5402589730	Steven	Doohickey	M	9302 N Meridian St	Apt. 110	New York	 NY	10260	4433	3/11/1952
6707079150	Gerald	Abels	M	1250 E County Line Rd	Apt. 6	New York	 NY	10227	4423	11/1/1948
1331162664	Bianca	Riveel	F	1801 N Senate Blvd	Apt. 200	New York	 NY	10202	4455	4/8/1938
9642673624	Rachel	Abernathy	F	6820 Parkdale Pl	Apt. 100	New York	 NY	10254	4325	3/12/1936
9214721861	Damien	Ablog	M	1001 W Tenth St		New York	 NY	10202	5533	11/4/1980
9295719388	Alex	Nacho	M	550 N University Blvd	Apt. 0641	New York	 NY	10202	6654	10/2/1950
6021430995	Arte	Abnour	M	6100 N Keystone Ave	Apt. 618	New York	 NY	10220	7449	1/4/1954
2938512883	Luke	Guitierez	M	1633 N Capitol Ave	Apt. 917	New York	 NY	10202	5344	11/11/1960
5377403390	John	Henry	M	6820 Parkdale Place	Apt. 203	New York	 NY	10254	4432	6/5/1951
8609181332	Anthony	Abrams	M	550 N University Blvd	Apt. 2007	New York	 NY	10202	4412	10/11/1969
3319325919	Willard	Smith	M	3901 W 86th St	Apt. 330	New York	 NY	10268	2230	6/3/1971
5823106181	Kenneth	Jackson	M	6100 N Keystone Ave	Apt. 618	New York	 NY	10220	4433	1/5/1981
472194373	Juanita	Calmes	F	8402 Harcourt Rd	Apt. 408	New York	 NY	10260	4433	9/6/1972
4648635959	Nancy	Swing	F	4010 W 86th St	Apt. A	New York	 NY	10268	4423	12/10/1939
8513279596	Marlene	Williamson	F	1801 N Senate MPC	Apt. 315	New York	 NY	10202	4455	7/6/1965
5637008069	Stacey	Abad	F	6820 Parkdale Pl	Apt. 105	New York	 NY	10254	4325	12/7/1959
8415818856	Eppie	Abbert	M	1001 W Tenth St		New York	 NY	10202	5533	9/10/1943
17688651	Stanley	Abels	M	550 N University Blvd	Apt. 0641	New York	 NY	10202	6654	12/5/1983
4218085817	Abe	Abels	M	650 N Girls School Rd		New York	 NY	10214	7449	7/11/1959
5764206453	Roger	Banner	M	860 E 86th St		New York	 NY	10240	5344	1/8/1941
4683009941	Abe	Fredricks	M	992 Mitthoeffer Rd		New York	 NY	10229	4432	5/3/1981
1360022173	Sylvester	Douglas	M	8130 E 21St St		New York	 NY	10219	4412	5/5/1971
2038911161	Vincent	Heebigeeby	M	420 Round Hill Rd		New York	 NY	10260	2230	11/7/1977
802154783	Charles	Chaholic	M	8091 Township Line	Apt. 203	New York	 NY	10260	4433	12/3/1966
4195356403	Deborah	Cahill	F	1001 W Tenth St		New York	 NY	10202	4433	7/4/1943
710358861	Emily	Abrams	F	1095 Broad Ripple Ave		New York	 NY	10220	4423	1/6/1966
3314111065	Annette	Solo	F	550 N University Blvd	Apt. 2007	New York	 NY	10202	4455	7/8/1977
2750705533	Tina	Smith	F	6895 Parkdale Pl	Apt. BVE	New York	 NY	10254	4325	6/12/1961
1532213180	Deborah	Jackson	F	702 Barnhill Dr		New York	 NY	10202	5533	3/11/1962
4274959449	Doreen	Heebigeeby	F	8404 Siear Terrace	Apt. 206	New York	 NY	10227	6654	12/6/1937
8907678627	James	Chaholic	M	4084 Pendleton Way	Apt. B	New York	 NY	10226	7449	2/8/1948
6896094379	Keith	Cahill	M	8333 Naab Rd	Apt. 300	New York	 NY	10260	5344	7/10/1976
1630592279	Stephen	Abrams	M	1455 E Southport Rd	Apt. A2	New York	 NY	10227	4432	1/12/1959
2466287204	Reginald	Solo	M	635 Barnhill Dr	RM 128A	New York	 NY	10202	4412	8/5/1965
5485843471	Christopher	Smith	M	1120 South Dr	Apt. 204	New York	 NY	10202	2230	5/8/1971
4603788527	Thomas	Jackson	M	1801 N Senate Blvd	Apt. 355	New York	 NY	10202	4433	12/1/1948
5881100277	Agustus	Calmes	M	8051 S Emerson Ave	Apt. 410	New York	 NY	10237	4433	12/9/1977
245721397	Kris	Swing	M	860 E 86th St		New York	 NY	10240	4423	6/4/1943
7685593417	Rutherford	Williamson	M	992 Mitthoeffer Rd		New York	 NY	10229	4455	6/6/1972
1297326913	Robert	Doohickey	M	1801 N Senate Blvd	Apt. 510	New York	 NY	10202	4325	6/1/1952
7905996667	Carl	Abels	M	1801 N Senate Blvd	Apt. 590	New York	 NY	10202	5533	12/11/1955
2646887208	Apgar	Riveel	M	1801 N Senate Blvd	Apt. G407	New York	 NY	10202	6654	11/6/1942
5451526520	Gordon	Abernathy	M	9240 N Meridian St	Apt. 210	New York	 NY	10260	7449	8/4/1942
7970961253	Annette	Ablog	F	650 N Girls School Rd		New York	 NY	10214	5344	8/6/1977
7589115497	Nina	Nacho	F	860 E 86th St		New York	 NY	10240	4432	12/7/1942
9296008646	Jane	Abnour	F	992 Mitthoeffer Rd		New York	 NY	10229	4412	11/4/1954
6040657639	David	Guitierez	M	3225 N Meridian St	Apt. 106	New York	 NY	10208	2230	11/1/1968
1876067485	Peter	Henry	M	6443 W Tenth St	Apt. 101	New York	 NY	10214	4433	5/9/1975
9121137520	David	Abrams	M	9002 N Meridian St	Apt. 106	New York	 NY	10260	4433	3/6/1940
7925254311	Clarence	Smith	M	1701 N Senate Blvd		New York	 NY	10202	4423	10/4/1963
9834773723	Thomas	Jackson	M	1001 W 10th St		New York	 NY	10202	4455	8/10/1977
5896528369	Denton	Calmes	M	550 N University Blvd		New York	 NY	10202	4325	1/10/1947
7786565280	Wayne	Swing	M	1633 N Capitol Ave	Apt. 522	New York	 NY	10202	5533	7/9/1981
4732145360	Ackmar	Williamson	M	3901 W 86th St	Apt. 330	New York	 NY	10268	6654	4/4/1975
6127256667	Mohammed	Abad	M	1001 W Tenth St		New York	 NY	10202	7449	1/1/1951
9625019181	Kristen	Abbert	F	1500 Ritter Ave		New York	 NY	10219	5344	3/2/1948
422206979	Kathleen	Abels	F	4850 Century Plaza Rd		New York	 NY	10254	4432	2/12/1960
3379661406	Karen	Abels	F	1001 W Tenth St		New York	 NY	10202	4412	6/11/1937
7633498482	Nancy	Banner	F	702 Barnhill Dr		New York	 NY	10202	2230	6/12/1937
8942277788	Jonathan	Fredricks	M	1120 South Dr	Apt. 204	New York	 NY	10202	4433	10/6/1945
5972666735	Caryn	Douglas	F	550 N University Blvd	Apt. 0641	New York	 NY	10202	4433	2/1/1979
7166488469	Dennis	Heebigeeby	M	602 N High School Rd		New York	 NY	10214	4423	2/10/1981
4305175507	John	Chaholic	M	1455 E Southport Rd	Apt. A2	New York	 NY	10227	4455	5/4/1945
7612858947	Michael	Foggle	M	2310 E 62ND St		New York	 NY	10220	4325	9/10/1979
3364551384	Joseph	Foggle	M	4850 Century Plaza Rd		New York	 NY	10254	5533	11/12/1937
